gene_name,interaction_types,drug_claim_primary_name,interaction_group_score,TARGET_NAME,TARGET_CLASS,ACT_VALUE,drug_approved,drug_avr_mass,drug_predicted_logp,drug_rule_of_five,drug_nr_targets,drug_nr_enzymes,drug_nr_carriers,drug_nr_transporters,POLAR_SURFACE_AREA,ROTATABLE_BOND_COUNT,HYDROGEN_BOND_DONORS,HYDROGEN_BOND_ACCEPTORS,RING_COUNT,ATOM_COUNT,FORMAL_CHARGE,CHIRAL_CENTER_COUNT
HRH1,antagonist,pimozide,0.01,Histamine H1 receptor,GPCR,6.71,True,461.5462,5.825713467999999,False,4,5,0,1,41.03,7,1,3,5,63,0,0.0
KCNA10,blocker,pimozide,0.26,Potassium voltage-gated channel subfamily A member 10,Ion channel,6.5,True,461.5462,5.825713467999999,False,4,5,0,1,41.03,7,1,3,5,63,0,0.0
ALOX5,inhibitor,balsalazide,1.49,Arachidonate 5-lipoxygenase,Enzyme,,True,357.3175,3.172469480333333,True,4,1,0,0,148.65,7,4,6,2,41,0,0.0
ADRA2B,agonist,brimonidine,0.41,Alpha-2B adrenergic receptor,GPCR,7.2596,True,292.135,1.3715845303333332,True,3,1,0,0,62.2,1,2,3,3,27,0,0.0
HTR3A,antagonist,palonosetron,5.11,5-hydroxytryptamine receptor 3A,Ion channel,10.5,True,296.414,2.5460127283333343,True,1,3,0,0,23.55,1,0,2,6,46,0,4.0
ADRA1A,antagonist,zuclopenthixol,0.07,Alpha-1A adrenergic receptor,GPCR,,True,400.965,4.22298393,True,7,2,0,0,26.71,5,1,4,4,52,0,0.0
HTR2A,antagonist,zuclopenthixol,0.13,5-hydroxytryptamine receptor 2A,GPCR,,True,400.965,4.22298393,True,7,2,0,0,26.71,5,1,4,4,52,0,0.0
ADRB2,agonist,ephedrine,0.42,Beta-2 adrenergic receptor,GPCR,5.6,True,165.2322,1.3178347283333334,True,4,2,1,1,32.26,3,2,2,1,27,0,2.0
ACE,inhibitor,zofenopril,2.4,Angiotensin-converting enzyme,Enzyme,9.4,True,429.55,4.3085359773333325,True,1,0,0,0,74.68,7,1,5,3,52,0,3.0
RARB,agonist,adapalene,4.54,Retinoic acid receptor beta,Nuclear hormone receptor,7.47,True,412.5201,6.458501423666665,False,9,0,0,0,46.53,4,1,2,7,59,0,0.0
RARG,agonist,adapalene,3.1,Retinoic acid receptor gamma,Nuclear hormone receptor,6.89,True,412.5201,6.458501423666665,False,9,0,0,0,46.53,4,1,2,7,59,0,0.0
RAF1,"antagonist,inhibitor",dabrafenib,0.09,RAF proto-oncogene serine/threonine-protein kinase,Kinase,6.82,True,519.562,5.459618017333335,False,5,6,0,6,110.86,5,2,7,4,55,0,0.0
PTGS1,inhibitor,meclofenamic acid,0.62,Prostaglandin G/H synthase 1,Enzyme,7.3,True,296.149,6.092265241333332,False,5,0,1,2,49.33,3,2,2,2,30,0,0.0
SMO,antagonist,sonidegib,9.85,Smoothened homolog,GPCR,8.221848487854,True,485.507,6.756367518666668,False,1,1,0,0,63.69,5,1,5,4,61,0,2.0
ESR2,agonist,estriol,0.43,Estrogen receptor beta,Nuclear hormone receptor,8.4,True,288.3814,2.6705977213333343,True,3,0,0,2,60.69,0,3,3,4,45,0,6.0
CA7,inhibitor,topiramate,0.08,Carbonic anhydrase 7,Enzyme,9.06,True,339.362,0.12695973433333307,True,9,2,1,2,115.54,3,1,8,3,43,0,4.0
CA4,inhibitor,topiramate,0.48,Carbonic anhydrase 4,Enzyme,5.31,True,339.362,0.12695973433333307,True,9,2,1,2,115.54,3,1,8,3,43,0,4.0
CA1,inhibitor,topiramate,0.13,Carbonic anhydrase 1,Enzyme,6.6,True,339.362,0.12695973433333307,True,9,2,1,2,115.54,3,1,8,3,43,0,4.0
SCN5A,blocker,topiramate,0.01,Sodium channel protein type 5 subunit alpha,Ion channel,,True,339.362,0.12695973433333307,True,9,2,1,2,115.54,3,1,8,3,43,0,4.0
CA2,inhibitor,topiramate,0.15,Carbonic anhydrase 2,Enzyme,8.3,True,339.362,0.12695973433333307,True,9,2,1,2,115.54,3,1,8,3,43,0,4.0
SCN1A,blocker,topiramate,0.15,Sodium channel protein type 1 subunit alpha,Ion channel,,True,339.362,0.12695973433333307,True,9,2,1,2,115.54,3,1,8,3,43,0,4.0
HMGCR,inhibitor,pravastatin,0.85,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Enzyme,7.52,True,424.5277,1.6470916203333337,True,2,0,0,13,124.29,10,4,6,2,66,0,8.0
EDNRA,antagonist,macitentan,11.96,Endothelin-1 receptor,GPCR,9.30103015899658,True,588.273,3.6851263283333338,False,2,2,1,0,128.22,11,2,8,3,52,0,0.0
EDNRB,antagonist,macitentan,20.66,Endothelin B receptor,GPCR,6.407823085784909,True,588.273,3.6851263283333338,False,2,2,1,0,128.22,11,2,8,3,52,0,0.0
HCN3,blocker,ivabradine,3.16,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,Ion channel,5.7,True,468.594,2.7224452983333336,True,1,1,0,0,60.47,10,0,6,4,70,0,1.0
HCN2,inhibitor,ivabradine,1.89,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Ion channel,,True,468.594,2.7224452983333336,True,1,1,0,0,60.47,10,0,6,4,70,0,1.0
HCN4,blocker,ivabradine,1.89,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,Ion channel,5.37,True,468.594,2.7224452983333336,True,1,1,0,0,60.47,10,0,6,4,70,0,1.0
HCN1,blocker,ivabradine,2.37,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,Ion channel,5.7,True,468.594,2.7224452983333336,True,1,1,0,0,60.47,10,0,6,4,70,0,1.0
ROCK1,inhibitor,ripasudil,0.84,Rho-associated protein kinase 1,Kinase,7.2924299240112305,False,323.39,0.8817413883333332,True,2,0,0,0,62.3,2,1,4,3,40,0,1.0
ROCK2,inhibitor,ripasudil,0.77,Rho-associated protein kinase 2,Kinase,7.721246242523191,False,323.39,0.8817413883333332,True,2,0,0,0,62.3,2,1,4,3,40,0,1.0
ADRA1D,antagonist,alfuzosin,1.49,Alpha-1D adrenergic receptor,GPCR,8.44,True,389.4488,1.1875362089999997,True,4,1,2,1,111.83,8,2,8,3,55,0,1.0
ADRA1A,antagonist,alfuzosin,0.68,Alpha-1A adrenergic receptor,GPCR,7.64,True,389.4488,1.1875362089999997,True,4,1,2,1,111.83,8,2,8,3,55,0,1.0
PARP1,inhibitor,niraparib,1.92,Poly [ADP-ribose] polymerase 1,Enzyme,8.42,True,320.396,2.4680503419999997,True,2,2,0,0,72.94,3,2,4,4,44,0,1.0
PARP2,inhibitor,niraparib,6.31,Poly [ADP-ribose] polymerase 2,Enzyme,8.68,True,320.396,2.4680503419999997,True,2,2,0,0,72.94,3,2,4,4,44,0,1.0
CHRM1,antagonist,scopolamine,0.32,Muscarinic acetylcholine receptor M1,GPCR,9.0,True,303.3529,0.8949522950000002,True,8,1,0,0,62.3,4,1,5,4,43,0,6.0
CHRM3,antagonist,scopolamine,0.15,Muscarinic acetylcholine receptor M3,GPCR,9.4,True,303.3529,0.8949522950000002,True,8,1,0,0,62.3,4,1,5,4,43,0,6.0
CHRM2,antagonist,scopolamine,0.3,Muscarinic acetylcholine receptor M2,GPCR,8.86,True,303.3529,0.8949522950000002,True,8,1,0,0,62.3,4,1,5,4,43,0,6.0
CHRM4,antagonist,scopolamine,0.26,Muscarinic acetylcholine receptor M4,GPCR,9.37,True,303.3529,0.8949522950000002,True,8,1,0,0,62.3,4,1,5,4,43,0,6.0
CHRM5,antagonist,scopolamine,0.17,Muscarinic acetylcholine receptor M5,GPCR,7.75,True,303.3529,0.8949522950000002,True,8,1,0,0,62.3,4,1,5,4,43,0,6.0
ATP1A2,inhibitor,ouabain,1.72,Sodium/potassium-transporting ATPase subunit alpha-2,Ion channel,6.168770306,True,584.6525,-2.781805889666668,False,3,0,0,6,206.6,4,8,12,6,85,0,15.0
DRD2,antagonist,perphenazine,0.16,D(2) dopamine receptor,GPCR,9.32,True,403.969,3.6920178093333327,True,3,7,0,0,29.95,6,1,5,4,53,0,0.0
HTR2A,antagonist,perphenazine,0.01,5-hydroxytryptamine receptor 2A,GPCR,8.2518,True,403.969,3.6920178093333327,True,3,7,0,0,29.95,6,1,5,4,53,0,0.0
HTR2C,antagonist,perphenazine,0.02,5-hydroxytryptamine receptor 2C,GPCR,6.8794,True,403.969,3.6920178093333327,True,3,7,0,0,29.95,6,1,5,4,53,0,0.0
HRH1,antagonist,perphenazine,0.01,Histamine H1 receptor,GPCR,8.0881,True,403.969,3.6920178093333327,True,3,7,0,0,29.95,6,1,5,4,53,0,0.0
HTR7,antagonist,perphenazine,0.04,5-hydroxytryptamine receptor 7,GPCR,7.6383,True,403.969,3.6920178093333327,True,3,7,0,0,29.95,6,1,5,4,53,0,0.0
HTR6,antagonist,perphenazine,0.05,5-hydroxytryptamine receptor 6,GPCR,7.55,True,403.969,3.6920178093333327,True,3,7,0,0,29.95,6,1,5,4,53,0,0.0
CHRM2,agonist,pilocarpine,0.24,Muscarinic acetylcholine receptor M2,GPCR,6.949999809265139,True,208.2569,0.949751419333334,True,4,2,0,0,44.12,3,0,4,2,31,0,2.0
CHRM4,partial agonist,pilocarpine,0.15,Muscarinic acetylcholine receptor M4,GPCR,7.150000095367429,True,208.2569,0.949751419333334,True,4,2,0,0,44.12,3,0,4,2,31,0,2.0
CHRM5,agonist,pilocarpine,0.1,Muscarinic acetylcholine receptor M5,GPCR,7.0,True,208.2569,0.949751419333334,True,4,2,0,0,44.12,3,0,4,2,31,0,2.0
DPP4,inhibitor,sitagliptin,5.55,Dipeptidyl peptidase 4,Enzyme,7.774,True,407.3136,1.257216275666667,True,1,2,0,2,77.04,4,1,5,3,43,0,1.0
IMPDH2,inhibitor,mycophenolic acid,,Inosine-5'-monophosphate dehydrogenase 2,Enzyme,8.22,True,320.3371,3.5275974476666656,True,2,5,0,0,93.06,6,2,5,2,43,0,0.0
GRIN2C,blocker,dextromethorphan,0.08,"Glutamate receptor ionotropic, NMDA 2C",Ion channel,6.33,True,271.404,3.4937743506666674,True,16,10,0,0,12.47,1,0,2,4,45,0,3.0
SLC6A4,inhibitor,dextromethorphan,0.16,Sodium-dependent serotonin transporter,Transporter,8.841637508,True,271.404,3.4937743506666674,True,16,10,0,0,12.47,1,0,2,4,45,0,3.0
SIGMAR1,agonist,dextromethorphan,1.55,Sigma non-opioid intracellular receptor 1,Membrane receptor,6.4584,True,271.404,3.4937743506666674,True,16,10,0,0,12.47,1,0,2,4,45,0,3.0
OPRK1,agonist,butorphanol,1.01,Kappa-type opioid receptor,GPCR,9.92,True,327.4605,2.8903292922420443,True,3,0,0,0,43.7,2,2,3,5,53,0,3.0
OPRD1,agonist,butorphanol,1.17,Delta-type opioid receptor,GPCR,7.92,True,327.4605,2.8903292922420443,True,3,0,0,0,43.7,2,2,3,5,53,0,3.0
CMPK1,inhibitor,gemcitabine,1.39,UMP-CMP kinase,Kinase,,True,263.1981,-1.466539628,True,4,2,0,6,110.6,2,3,7,2,29,0,3.0
TYMS,inhibitor,gemcitabine,0.12,Thymidylate synthase,Enzyme,,True,263.1981,-1.466539628,True,4,2,0,6,110.6,2,3,7,2,29,0,3.0
CHRM2,antagonist,atropine,0.35,Muscarinic acetylcholine receptor M2,GPCR,8.97,True,289.3694,1.571241016666666,True,8,0,0,1,49.77,4,1,4,3,44,0,4.0
CHRM5,antagonist,atropine,0.41,Muscarinic acetylcholine receptor M5,GPCR,9.29,True,289.3694,1.571241016666666,True,8,0,0,1,49.77,4,1,4,3,44,0,4.0
CHRM3,antagonist,atropine,0.22,Muscarinic acetylcholine receptor M3,GPCR,9.5,True,289.3694,1.571241016666666,True,8,0,0,1,49.77,4,1,4,3,44,0,4.0
HTR2A,antagonist,flibanserin,0.21,5-hydroxytryptamine receptor 2A,GPCR,7.309803962707519,True,390.4021,3.8251415389999996,True,3,1,0,1,44.27,4,1,4,4,49,0,0.0
HTR1A,agonist,flibanserin,0.26,5-hydroxytryptamine receptor 1A,GPCR,9.0,True,390.4021,3.8251415389999996,True,3,1,0,1,44.27,4,1,4,4,49,0,0.0
DRD4,"agonist,antagonist",flibanserin,0.31,D(4) dopamine receptor,GPCR,8.39793968200684,True,390.4021,3.8251415389999996,True,3,1,0,1,44.27,4,1,4,4,49,0,0.0
ADRB3,agonist,mirabegron,1.64,Beta-3 adrenergic receptor,GPCR,7.64975214004517,True,396.506,2.8864113700000003,True,1,3,2,2,100.27,9,4,6,3,52,0,1.0
GLP1R,agonist,glucagon,0.2,Glucagon-like peptide 1 receptor,GPCR,7.0,True,3767.1,,False,3,0,0,0,1543.74,113,53,51,7,471,0,31.0
GCGR,agonist,glucagon,6.46,Glucagon receptor,GPCR,9.0,True,3767.1,,False,3,0,0,0,1543.74,113,53,51,7,471,0,31.0
HTR2B,agonist,fenfluramine,0.82,5-hydroxytryptamine receptor 2B,GPCR,6.397940009,True,231.2573,3.4714873116666665,True,7,7,0,1,12.03,4,1,1,1,32,0,1.0
SLC6A4,inhibitor,fenfluramine,0.64,Sodium-dependent serotonin transporter,Transporter,6.175874166,True,231.2573,3.4714873116666665,True,7,7,0,1,12.03,4,1,1,1,32,0,1.0
HTR2C,agonist,fenfluramine,0.44,5-hydroxytryptamine receptor 2C,GPCR,5.790484985,True,231.2573,3.4714873116666665,True,7,7,0,1,12.03,4,1,1,1,32,0,1.0
CHRNA3,blocker,mecamylamine,0.17,Neuronal acetylcholine receptor subunit alpha-3,Ion channel,6.41,True,167.2911,2.3736397596666663,True,4,0,0,0,12.03,1,1,1,2,33,0,3.0
CHRNA1,blocker,mecamylamine,0.23,Acetylcholine receptor subunit alpha,Ion channel,5.82,True,167.2911,2.3736397596666663,True,4,0,0,0,12.03,1,1,1,2,33,0,3.0
CHRNA6,blocker,mecamylamine,0.74,Neuronal acetylcholine receptor subunit alpha-6,Ion channel,4.96,True,167.2911,2.3736397596666663,True,4,0,0,0,12.03,1,1,1,2,33,0,3.0
,modulator,cyclophosphamide,,DNA,DNA,,True,261.086,0.09654768666666612,True,2,8,0,0,41.57,5,1,2,1,29,0,1.0
CNR1,agonist,nabilone,7.93,Cannabinoid receptor 1,GPCR,8.4,True,372.5408,6.359703313333332,False,2,3,0,0,46.53,6,1,3,3,63,0,2.0
ACE,inhibitor,trandolapril,2.4,Angiotensin-converting enzyme,Enzyme,8.12,True,430.5372,1.9473587942916133,True,1,1,0,2,95.94,9,2,5,3,65,0,5.0
FFAR4,agonist,oleic acid,,Free fatty acid receptor 4,GPCR,4.7,True,282.4614,6.783798451000003,False,5,0,6,0,37.3,15,1,1,0,54,0,0.0
FFAR1,agonist,oleic acid,,Free fatty acid receptor 1,GPCR,5.7,True,282.4614,6.783798451000003,False,5,0,6,0,37.3,15,1,1,0,54,0,0.0
PPARG,ligand,oleic acid,0.13,Peroxisome proliferator-activated receptor gamma,Nuclear hormone receptor,5.39,True,282.4614,6.783798451000003,False,5,0,6,0,37.3,15,1,1,0,54,0,0.0
ACE,inhibitor,enalaprilat,1.2,Angiotensin-converting enzyme,Enzyme,7.5,True,348.3936,-1.0502586259696762,True,2,0,0,0,106.94,8,3,4,2,49,0,3.0
MC5R,agonist,afamelanotide,3.55,Melanocortin receptor 5,GPCR,9.0,True,1646.8452,-8.175742803850767,False,1,0,0,0,645.48,50,22,21,6,229,0,12.0
MC4R,agonist,afamelanotide,0.79,Melanocortin receptor 4,GPCR,8.8,True,1646.8452,-8.175742803850767,False,1,0,0,0,645.48,50,22,21,6,229,0,12.0
MC3R,agonist,afamelanotide,2.84,Melanocortin receptor 3,GPCR,8.9,True,1646.8452,-8.175742803850767,False,1,0,0,0,645.48,50,22,21,6,229,0,12.0
DRD3,antagonist,domperidone,0.28,D(3) dopamine receptor,GPCR,8.46,True,425.911,2.900103093,True,2,7,0,1,78.82,5,2,5,5,54,0,0.0
CLCNKB,activator,niflumic acid,,Chloride channel protein ClC-Kb,Ion channel,5.0,False,282.218,3.1187293407963845,True,6,1,0,2,62.22,3,2,3,2,29,0,0.0
CLCNKA,inducer,niflumic acid,6.31,Chloride channel protein ClC-Ka,Ion channel,5.0,False,282.218,3.1187293407963845,True,6,1,0,2,62.22,3,2,3,2,29,0,0.0
KCNT2,activator,niflumic acid,,Potassium channel subfamily T member 2,Ion channel,8.68,False,282.218,3.1187293407963845,True,6,1,0,2,62.22,3,2,3,2,29,0,0.0
AGTR1,antagonist,azilsartan medoxomil,,Type-1 angiotensin II receptor,GPCR,,True,568.5336,6.0344982279999995,False,1,0,0,0,155.59,9,1,11,6,66,0,0.0
SCN4A,blocker,mexiletine,0.17,Sodium channel protein type 4 subunit alpha,Ion channel,4.38,True,179.2588,2.462008545,True,2,5,0,0,35.25,3,1,2,1,30,0,1.0
GABRA3,allosteric modulator,flunitrazepam,0.42,Gamma-aminobutyric acid receptor subunit alpha-3,Ion channel,7.8,True,313.2832,2.554728016666667,True,2,9,0,0,75.81,2,0,4,3,35,0,0.0
GABRA1,ligand,flunitrazepam,0.2,Gamma-aminobutyric acid receptor subunit alpha-1,Ion channel,8.28,True,313.2832,2.554728016666667,True,2,9,0,0,75.81,2,0,4,3,35,0,0.0
ADRA1A,agonist,xylometazoline,0.14,Alpha-1A adrenergic receptor,GPCR,7.04,True,244.3752,3.7755392423333323,True,6,0,0,0,24.39,2,1,2,2,42,0,0.0
ADRA2B,agonist,xylometazoline,0.18,Alpha-2B adrenergic receptor,GPCR,5.98000001907349,True,244.3752,3.7755392423333323,True,6,0,0,0,24.39,2,1,2,2,42,0,0.0
ADRA2A,agonist,xylometazoline,0.18,Alpha-2A adrenergic receptor,GPCR,7.82000017166138,True,244.3752,3.7755392423333323,True,6,0,0,0,24.39,2,1,2,2,42,0,0.0
ADRB1,agonist,salbutamol,0.11,Beta-1 adrenergic receptor,GPCR,5.612610340118411,True,239.3107,0.3444161509994905,True,3,1,0,0,72.72,4,4,4,1,38,0,1.0
SCN10A,inhibitor,benzocaine,2.95,Sodium channel protein type 10 subunit alpha,Ion channel,,True,165.1891,1.5046047806666665,True,1,1,0,1,52.32,2,1,3,1,23,0,0.0
HTR1A,antagonist,molindone,0.11,5-hydroxytryptamine receptor 1A,GPCR,5.42055940628052,True,276.374,2.035115026333333,True,4,0,0,0,45.33,3,1,3,3,44,0,1.0
HTR2A,antagonist,molindone,0.13,5-hydroxytryptamine receptor 2A,GPCR,6.5,True,276.374,2.035115026333333,True,4,0,0,0,45.33,3,1,3,3,44,0,1.0
HRH1,antagonist,molindone,0.04,Histamine H1 receptor,GPCR,5.7,True,276.374,2.035115026333333,True,4,0,0,0,45.33,3,1,3,3,44,0,1.0
RRM2,inhibitor,clofarabine,0.84,Ribonucleoside-diphosphate reductase subunit M2,Enzyme,8.3,True,303.677,-0.2913217523333334,True,3,1,0,1,119.31,2,3,8,3,31,0,4.0
KCNN4,activator,riluzole,0.35,Intermediate conductance calcium-activated potassium channel protein 4,Ion channel,5.7,True,234.198,3.3999074026666665,True,2,2,0,1,48.14,1,1,4,2,20,0,0.0
KCNN3,activator,riluzole,0.62,Small conductance calcium-activated potassium channel protein 3,Ion channel,4.9,True,234.198,3.3999074026666665,True,2,2,0,1,48.14,1,1,4,2,20,0,0.0
KCNN1,activator,riluzole,0.49,Small conductance calcium-activated potassium channel protein 1,Ion channel,4.68,True,234.198,3.3999074026666665,True,2,2,0,1,48.14,1,1,4,2,20,0,0.0
CHRM1,antagonist,oxyphenonium,1.49,Muscarinic acetylcholine receptor M1,GPCR,,True,348.4996,-0.19810528447174525,True,1,0,0,0,46.53,8,1,3,2,59,1,1.0
PDE4B,inhibitor,papaverine,0.55,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Enzyme,,True,339.385,3.0800750716666663,True,2,0,0,0,49.81,6,0,5,3,46,0,0.0
PDE10A,inhibitor,papaverine,0.55,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Enzyme,7.77,True,339.385,3.0800750716666663,True,2,0,0,0,49.81,6,0,5,3,46,0,0.0
HTR1A,antagonist,lurasidone,0.31,5-hydroxytryptamine receptor 1A,GPCR,8.195178985595701,True,492.676,4.556549749333332,True,6,1,0,0,56.75,5,0,6,7,71,0,6.0
HTR2A,antagonist,lurasidone,0.15,5-hydroxytryptamine receptor 2A,GPCR,9.327901840209961,True,492.676,4.556549749333332,True,6,1,0,0,56.75,5,0,6,7,71,0,6.0
HTR7,antagonist,lurasidone,0.58,5-hydroxytryptamine receptor 7,GPCR,9.30539512634277,True,492.676,4.556549749333332,True,6,1,0,0,56.75,5,0,6,7,71,0,6.0
ADRA2C,antagonist,lurasidone,0.36,Alpha-2C adrenergic receptor,GPCR,7.966576099395749,True,492.676,4.556549749333332,True,6,1,0,0,56.75,5,0,6,7,71,0,6.0
ADRA2A,antagonist,lurasidone,0.21,Alpha-2A adrenergic receptor,GPCR,7.39040565490723,True,492.676,4.556549749333332,True,6,1,0,0,56.75,5,0,6,7,71,0,6.0
SLC6A4,inhibitor,dexfenfluramine,2.55,Sodium-dependent serotonin transporter,Transporter,6.17587423324585,True,231.2573,3.4714873116666665,True,2,3,0,0,12.03,4,1,1,1,32,0,1.0
HTR2C,agonist,dexfenfluramine,1.33,5-hydroxytryptamine receptor 2C,GPCR,5.79048490524292,True,231.2573,3.4714873116666665,True,2,3,0,0,12.03,4,1,1,1,32,0,1.0
F2,inhibitor,bivalirudin,8.21,Prothrombin,Enzyme,8.6,True,2180.2853,-14.345512778557275,False,1,1,0,0,904.07,66,27,29,6,293,0,16.0
ADRB1,agonist,formoterol,0.18,Beta-1 adrenergic receptor,GPCR,6.5,True,344.4049,1.0566727363571802,True,3,9,1,4,90.82,9,4,5,2,49,0,2.0
ADRB3,agonist,formoterol,0.44,Beta-3 adrenergic receptor,GPCR,7.6,True,344.4049,1.0566727363571802,True,3,9,1,4,90.82,9,4,5,2,49,0,2.0
VDR,agonist,alfacalcidol,0.16,Vitamin D3 receptor,Nuclear hormone receptor,,True,400.6371,5.821855681666667,False,3,0,1,0,40.46,6,2,2,3,73,0,6.0
OPRD1,antagonist,alvimopan,0.91,Delta-type opioid receptor,GPCR,7.92,True,424.5326,0.8221535913906884,True,3,0,0,0,89.87,8,3,4,3,63,0,3.0
OPRM1,antagonist,alvimopan,1.43,Mu-type opioid receptor,GPCR,9.3979,True,424.5326,0.8221535913906884,True,3,0,0,0,89.87,8,3,4,3,63,0,3.0
OPRK1,antagonist,alvimopan,0.68,Kappa-type opioid receptor,GPCR,7.0,True,424.5326,0.8221535913906884,True,3,0,0,0,89.87,8,3,4,3,63,0,3.0
JAK3,inhibitor,baricitinib,0.26,Tyrosine-protein kinase JAK3,Kinase,6.1,True,371.42,-0.18857415466666694,True,4,1,0,7,120.56,5,1,7,4,43,0,0.0
JAK2,inhibitor,baricitinib,0.55,Tyrosine-protein kinase JAK2,Kinase,8.24412536621094,True,371.42,-0.18857415466666694,True,4,1,0,7,120.56,5,1,7,4,43,0,0.0
TYK2,inhibitor,baricitinib,0.22,Non-receptor tyrosine-protein kinase TYK2,Kinase,7.27572393417358,True,371.42,-0.18857415466666694,True,4,1,0,7,120.56,5,1,7,4,43,0,0.0
NR1I2,agonist,rifaximin,3.11,Nuclear receptor subfamily 1 group I member 2,Nuclear hormone receptor,5.66,True,785.8785,4.3720907210402435,False,2,3,0,0,198.38,2,5,13,6,108,0,9.0
OPRD1,antagonist,naloxone,0.59,Delta-type opioid receptor,GPCR,7.27,True,327.3743,1.620221160000001,True,7,2,1,2,70.0,2,2,5,5,45,0,4.0
OPRM1,antagonist,naloxone,0.52,Mu-type opioid receptor,GPCR,8.81,True,327.3743,1.620221160000001,True,7,2,1,2,70.0,2,2,5,5,45,0,4.0
OPRK1,antagonist,naloxone,0.2,Kappa-type opioid receptor,GPCR,8.5,True,327.3743,1.620221160000001,True,7,2,1,2,70.0,2,2,5,5,45,0,4.0
IDH2,inhibitor,enasidenib,52.07,"Isocitrate dehydrogenase [NADP], mitochondrial",Enzyme,7.0,True,473.383,4.586206418333333,True,1,13,0,7,108.74,6,3,8,3,50,0,0.0
HTR1A,agonist,naratriptan,0.38,5-hydroxytryptamine receptor 1A,GPCR,7.35,True,335.464,1.440624933,True,4,1,0,0,65.2,5,2,3,3,48,0,0.0
HTR1B,agonist,naratriptan,2.21,5-hydroxytryptamine receptor 1B,GPCR,8.48,True,335.464,1.440624933,True,4,1,0,0,65.2,5,2,3,3,48,0,0.0
HTR1D,agonist,naratriptan,2.71,5-hydroxytryptamine receptor 1D,GPCR,8.7959,True,335.464,1.440624933,True,4,1,0,0,65.2,5,2,3,3,48,0,0.0
HTR1E,agonist,naratriptan,0.32,5-hydroxytryptamine receptor 1E,GPCR,7.7,True,335.464,1.440624933,True,4,1,0,0,65.2,5,2,3,3,48,0,0.0
OPRM1,agonist,ketobemidone,0.29,Mu-type opioid receptor,GPCR,9.0,False,247.3327,2.4890444393991444,True,4,7,0,0,40.54,3,1,3,2,39,0,0.0
OPRD1,agonist,ketobemidone,0.34,Delta-type opioid receptor,GPCR,6.844664,False,247.3327,2.4890444393991444,True,4,7,0,0,40.54,3,1,3,2,39,0,0.0
OPRK1,agonist,ketobemidone,0.25,Kappa-type opioid receptor,GPCR,6.2225730000000015,False,247.3327,2.4890444393991444,True,4,7,0,0,40.54,3,1,3,2,39,0,0.0
NTSR2,agonist,levocabastine,47.34,Neurotensin receptor type 2,GPCR,6.8,True,420.528,2.499427576992052,True,2,0,0,0,64.33,4,1,3,4,60,0,4.0
PGR,agonist,etonogestrel,1.78,Progesterone receptor,Nuclear hormone receptor,,True,324.4565,3.601169887666668,True,1,1,2,0,37.3,1,1,2,4,52,0,6.0
ACHE,inhibitor,ambenonium,9.19,Acetylcholinesterase,Enzyme,9.92,True,537.565,-3.6334014476101566,False,1,1,0,0,58.2,14,2,2,2,78,2,0.0
KCNQ4,blocker,bepridil,0.39,Potassium voltage-gated channel subfamily KQT member 4,Ion channel,5.0,True,366.5396,5.487299518666665,False,10,2,0,1,15.71,10,0,3,3,61,0,1.0
KCNH2,inhibitor,bepridil,0.02,Potassium voltage-gated channel subfamily H member 2,Ion channel,6.26,True,366.5396,5.487299518666665,False,10,2,0,1,15.71,10,0,3,3,61,0,1.0
CACNA1A,inhibitor,bepridil,1.33,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,Ion channel,6.6,True,366.5396,5.487299518666665,False,10,2,0,1,15.71,10,0,3,3,61,0,1.0
CACNA1H,inhibitor,bepridil,0.3,Voltage-dependent T-type calcium channel subunit alpha-1H,Ion channel,5.1487,True,366.5396,5.487299518666665,False,10,2,0,1,15.71,10,0,3,3,61,0,1.0
HMGCR,inhibitor,rosuvastatin,1.88,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Enzyme,9.05,True,481.538,1.9229604620000005,True,2,1,1,11,140.92,10,3,7,2,61,0,2.0
PTGS1,inhibitor,tiaprofenic acid,0.86,Prostaglandin G/H synthase 1,Enzyme,5.9,True,260.308,3.658654214,True,2,0,0,0,54.37,4,1,3,2,30,0,1.0
RARA,agonist,etretinate,1.83,Retinoic acid receptor alpha,Nuclear hormone receptor,,False,354.4825,6.3230840696666695,False,6,1,1,0,35.53,7,0,3,1,56,0,0.0
RXRG,agonist,etretinate,3.38,Retinoic acid receptor RXR-gamma,Nuclear hormone receptor,,False,354.4825,6.3230840696666695,False,6,1,1,0,35.53,7,0,3,1,56,0,0.0
NR3C1,agonist,betamethasone phosphate,0.37,Glucocorticoid receptor,Nuclear hormone receptor,8.428291168,True,472.446,1.5580036483333335,True,2,2,2,3,141.36,4,4,6,4,62,0,8.0
